,0
MMM_returns,0.0012821866474938253
AOS_returns,0.0031609190084224545
ABT_returns,0.003680418041875784
ABBV_returns,0.0032508311773440414
ABMD_returns,0.008920960865012916
ACN_returns,0.004180698083420962
ATVI_returns,0.006080326435469987
ADM_returns,0.0012695343066534217
ADBE_returns,0.006970749046514692
ADP_returns,0.003180969827788225
AAP_returns,0.0012315720268146861
AES_returns,0.0035726709502417815
AFL_returns,0.0027728026106626
A_returns,0.0042918652598688935
APD_returns,0.0032794452317864557
AKAM_returns,0.0026957277349726376
ALK_returns,0.0016032178847284343
ALB_returns,0.004642858675473086
ARE_returns,0.0029396799129234727
ALGN_returns,0.008835409511013689
ALLE_returns,0.0031114362302579997
LNT_returns,0.0022397594931111093
ALL_returns,0.002264393179386709
GOOGL_returns,0.004566902742753732
GOOG_returns,0.004608895525322027
MO_returns,0.0006729932583286838
AMZN_returns,0.008558148346002815
AMCR_returns,0.0017286431925167373
AMD_returns,0.014647178986125421
AEE_returns,0.0026142648443233606
AAL_returns,-0.0006581195846967377
AEP_returns,0.0018675169382741026
AXP_returns,0.0022207647109429257
AIG_returns,0.0009258797182926311
AMT_returns,0.0034606520393760565
AWK_returns,0.003963395845240976
AMP_returns,0.002858937370907335
ABC_returns,0.0011248501565365259
AME_returns,0.00355020576525479
AMGN_returns,0.0022457076256047377
APH_returns,0.0036400426791371454
ADI_returns,0.004445310434577205
ANSS_returns,0.0054326748854998125
AON_returns,0.0032352344002196955
APA_returns,0.0013433910347653024
AAPL_returns,0.006012730590225139
AMAT_returns,0.00584302763682388
APTV_returns,0.0049866051197454105
ACGL_returns,0.00254455602821005
ANET_returns,0.006443127598488188
AJG_returns,0.003943398566917876
AIZ_returns,0.0034901010359708953
T_returns,0.0012828033269221763
ATO_returns,0.002348490886110392
ADSK_returns,0.00657175302020062
AZO_returns,0.002889087582247946
AVB_returns,0.0007115107981127272
AVY_returns,0.004341032300720142
BKR_returns,0.0006532530313691628
BALL_returns,0.004075789485538813
BAC_returns,0.003258136660957418
BBWI_returns,0.001954461820347482
BAX_returns,0.0030128165767373404
BDX_returns,0.002492412221510824
WRB_returns,0.0031185711890470754
BRK-B_returns,0.0017226138546622585
BBY_returns,0.004818593685997846
BIO_returns,0.005743721586939983
TECH_returns,0.004766402416672446
BIIB_returns,0.0004917672310786295
BLK_returns,0.0033831360586029703
BK_returns,0.0014152887904985403
BA_returns,0.004128100124348122
BKNG_returns,0.003367776581763683
BWA_returns,0.0008098195901578227
BXP_returns,6.277946715606993e-05
BSX_returns,0.0035194959149511397
BMY_returns,0.0011122216737049224
AVGO_returns,0.00634191081605805
BR_returns,0.0046127203196945155
BRO_returns,0.0039623319083081235
BF-B_returns,0.0033272364252999284
CHRW_returns,0.0017327661392564746
CDNS_returns,0.0071899715241433146
CZR_returns,0.01615524140121388
CPT_returns,0.002076727982443416
CPB_returns,0.0013022573728296602
COF_returns,0.002609924079636632
CAH_returns,8.255244307133358e-06
KMX_returns,0.002684565038815167
CCL_returns,0.001975585666482887
CTLT_returns,0.005489502557867095
CAT_returns,0.00390657116407287
CBOE_returns,0.0019163550085481169
CBRE_returns,0.0031874035533740693
CDW_returns,0.0051084556446501376
CE_returns,0.004150606237442081
CNC_returns,0.0036848125374335443
CNP_returns,0.0015103581088353878
CF_returns,0.0011126229419495173
CRL_returns,0.0051716620157393495
SCHW_returns,0.0032704509420099586
CHTR_returns,0.005239110511510655
CVX_returns,0.0011766186038857406
CMG_returns,0.0036130449902428566
CB_returns,0.001988188342948808
CHD_returns,0.003135594040191079
CI_returns,0.0030196165388542825
CINF_returns,0.0029891999060626187
CTAS_returns,0.005883625332299271
CSCO_returns,0.002621003967748718
C_returns,0.0022124034116253
CFG_returns,0.003307316236202955
CLX_returns,0.00286518718817359
CME_returns,0.0036451287778206678
CMS_returns,0.002531203116435276
KO_returns,0.0017133326465185027
CTSH_returns,0.0021605348440410814
CL_returns,0.0014239665902948122
CMCSA_returns,0.002821349747863937
CMA_returns,0.0029865501263307993
CAG_returns,0.002026468724550813
COP_returns,0.0008290452303861614
ED_returns,0.0012805610060924763
STZ_returns,0.0031223151289138844
COO_returns,0.00311813935029592
CPRT_returns,0.0070592397020606676
GLW_returns,0.002645057188102108
CSGP_returns,0.006167267338872315
COST_returns,0.004055370759469062
CTRA_returns,-0.00047350720146147453
CCI_returns,0.003215939932091339
CSX_returns,0.00438423403314598
CMI_returns,0.0026640547652464087
CVS_returns,-0.00010337480521882582
DHI_returns,0.004929343615235937
DHR_returns,0.00447574490503971
DRI_returns,0.0054570105800620956
DVA_returns,0.0022191888790412347
DE_returns,0.004811015589277196
DAL_returns,0.001829488230803917
XRAY_returns,0.0009322166783475291
DVN_returns,-0.0003768978492410041
DXCM_returns,0.008119001867111415
FANG_returns,0.0028153008329255885
DLR_returns,0.0034067625501145644
DFS_returns,0.003495623634886406
DISH_returns,-0.0010894627332279463
DIS_returns,0.002927103263632178
DG_returns,0.004384246708906431
DLTR_returns,0.0024773856981298715
D_returns,0.0010459657704281128
DPZ_returns,0.005306943703452756
DOV_returns,0.003819676257426714
DTE_returns,0.002168355544283916
DUK_returns,0.001351061347865979
DD_returns,0.0017900360491282428
DXC_returns,0.0036988889826992826
EMN_returns,0.002718159867337876
ETN_returns,0.0032198791935325443
EBAY_returns,0.003421854267869256
ECL_returns,0.0030672116807431773
EIX_returns,0.0010662099119000024
EW_returns,0.009814621130615655
EA_returns,0.004486422835571082
ELV_returns,0.003875433489311246
LLY_returns,0.003758510407211449
EMR_returns,0.002385880811558576
ENPH_returns,0.017018859767282807
ETR_returns,0.00169719425796089
EOG_returns,0.0002811772959341969
EPAM_returns,0.007451257004956127
EQT_returns,-0.0013052036316501855
EFX_returns,0.003690951328460588
EQIX_returns,0.004751902960645778
EQR_returns,0.0007285644119648873
ESS_returns,0.001297132078205764
EL_returns,0.004849919172629304
RE_returns,0.0020030369845751845
EVRG_returns,0.0019351583865932496
ES_returns,0.002463462914322904
EXC_returns,0.001576982783195784
EXPE_returns,0.00371955903786579
EXPD_returns,0.0031694898218190956
EXR_returns,0.0030273978216078497
XOM_returns,-0.0009270883125445184
FFIV_returns,0.0019279771062695491
FDS_returns,0.0034729349112939175
FAST_returns,0.0037098356786867378
FRT_returns,-1.819041600629775e-05
FDX_returns,0.0024519975412094926
FITB_returns,0.0033402088177697437
FRC_returns,0.004346622470289649
FE_returns,0.0006808573139975816
FIS_returns,0.003360527945897058
FISV_returns,0.00420440750654278
FLT_returns,0.0031333722337225528
FMC_returns,0.003941266612299044
F_returns,0.0003418178870875494
FTNT_returns,0.006318130287800635
FBHS_returns,0.003359474827349994
BEN_returns,-0.0006616468982883539
FCX_returns,0.005216671198899135
GRMN_returns,0.004017467696459642
IT_returns,0.0029501811572099413
GEN_returns,0.0007960994139843779
GNRC_returns,0.006288078636713474
GD_returns,0.0011269268242451666
GE_returns,-0.0006766055974181589
GIS_returns,0.001416577814818958
GM_returns,0.0026666096140415207
GPC_returns,0.001297325512079261
GILD_returns,-0.0006732522450369748
GL_returns,0.002636141611893726
GPN_returns,0.005967719582825699
GS_returns,0.0022565386768655066
HAL_returns,0.0011829103928396967
HIG_returns,0.002092292836307839
HAS_returns,0.0036101861867725506
HCA_returns,0.00424526927939713
PEAK_returns,0.00083932525559149
HSIC_returns,0.0011670435493574105
HSY_returns,0.001984244948003226
HES_returns,0.001679059443139798
HLT_returns,0.003564557825540067
HOLX_returns,0.003810284793358612
HD_returns,0.004020763898047327
HON_returns,0.0035083213147297544
HRL_returns,0.002745425493119743
HST_returns,0.0004365629577305627
HPQ_returns,0.0027216328765595895
HUM_returns,0.004307852941953232
HBAN_returns,0.002555309159436481
HII_returns,0.002285242491906713
IBM_returns,0.0005929967273664436
IEX_returns,0.003973425938420186
IDXX_returns,0.006655435074565214
ITW_returns,0.0034165589864175844
ILMN_returns,0.003663399941681148
INCY_returns,0.0020965959795558983
INTC_returns,0.002280927347648898
ICE_returns,0.0038931369680263025
IP_returns,0.0013656921374294473
IPG_returns,0.0020739118668722865
IFF_returns,0.0011982859430585062
INTU_returns,0.00555878420819553
ISRG_returns,0.005635207273216876
IVZ_returns,-0.00035578399056369
IQV_returns,0.004479239120631639
IRM_returns,0.0010150088344984477
JBHT_returns,0.002522590383077159
JKHY_returns,0.0035712438132790574
J_returns,0.004010662699091839
JNJ_returns,0.0021157131235759355
JCI_returns,0.001702332801866356
JPM_returns,0.0036968206684254417
JNPR_returns,0.0011095658455869423
K_returns,0.000763294065770796
KDP_returns,0.018208494222908198
KEY_returns,0.0028836866988680085
KEYS_returns,0.005014152229164295
KMB_returns,0.0013629235767813818
KIM_returns,0.000636871523300845
KMI_returns,-0.0012644560953224753
KLAC_returns,0.0059858450690683475
KR_returns,0.0010505375478384316
LHX_returns,0.004199152670343911
LH_returns,0.0026470963802858057
LRCX_returns,0.007718149886050276
LVS_returns,0.002493502182360737
LDOS_returns,0.005406473344660419
LEN_returns,0.0034823689566374845
LNC_returns,0.002304926954935766
LIN_returns,0.003289661537445207
LYV_returns,0.005396487466190893
LKQ_returns,0.0023506251679664323
LMT_returns,0.0028261239269074404
L_returns,0.0010814220364918211
LOW_returns,0.004125051566535937
LUMN_returns,-0.0014210752216753404
LYB_returns,0.0028610023433328397
MTB_returns,0.001543957834245269
MRO_returns,-0.0007177574403267024
MPC_returns,0.003084532948941969
MKTX_returns,0.007590750270256691
MAR_returns,0.003387086105252289
MMC_returns,0.0030423350792277387
MLM_returns,0.004418512383933928
MAS_returns,0.003912715894588322
MA_returns,0.0054057509445702215
MTCH_returns,0.009275870150350491
MKC_returns,0.003709168444070104
MCD_returns,0.0036764881704141545
MCK_returns,0.00036671108573608927
MDT_returns,0.0023784958142738454
MRK_returns,0.0017643181077492374
META_returns,0.004947027757769981
MET_returns,0.0018026859132211368
MTD_returns,0.004853515017395554
MGM_returns,0.005142167045903788
