Date,NTRS,AVY,AFL,REGN,DAL,COO,CME,BK,O,T,PAYX,VMC,LUMN,APA,MSFT,HAL,ALK,AKAM,APTV,C,CMCSA,KDP,MPWR,A,MLM,SCHW,PEG,NVDA,PPG,GPN,CFG,HST,MU,DVN,TMUS,UHS,ABBV,RCL,SNPS,BF-B,PNC,EQIX,BR,CSCO,CRM,EQT,FIS,ANET,EXPD,TRMB
2020-12-24,87.82308197021484,150.3858642578125,42.10419464111328,478.2999877929688,40.560001373291016,356.3352355957031,167.6870574951172,39.34514999389648,54.67236328125,18.20333671569824,87.62703704833984,144.29739379882812,8.420175552368164,14.24044132232666,218.4102478027344,18.767257690429688,52.900001525878906,104.6500015258789,130.7899932861328,56.77433776855469,49.00645446777344,30.5540828704834,356.2304077148437,115.97802734375,277.7185974121094,51.290313720703125,54.15860748291016,131.25363159179688,138.5879364013672,207.80532836914065,32.8337287902832,14.418367385864258,71.35465240478516,14.372469902038574,133.27999877929688,134.68359375,96.68489074707033,73.75,256.9100036621094,76.20963287353516,138.4139404296875,680.4532470703125,147.8567352294922,41.89775085449219,222.3999938964844,12.771852493286133,135.7891082763672,72.23999786376953,93.14318084716795,66.33000183105469
